@relation hs2012

@attribute Latitude numeric
@attribute Longitude numeric
@attribute Value numeric

@data
37.754904,-122.508538,787833.333333
37.793212,-122.423746,664000
37.77393,-122.396241,915000
37.743584,-122.43262,874500
37.763238,-122.435393,1064000
37.801822,-122.408342,2195000
37.790079,-122.390468,865666.666667
37.771144,-122.389123,980930
37.79929,-122.437277,970000
37.787031,-122.393642,1918750
37.771144,-122.389123,980930
37.776381,-122.44569,765000
37.771144,-122.389123,980930
37.790506,-122.396252,1683889.166667
37.771218,-122.387925,966010
37.771144,-122.389123,980930
37.770932,-122.433304,985000
37.735389,-122.430286,874500
37.772744,-122.510212,461000
37.783536,-122.421393,649900
37.78629,-122.401375,2000000
37.760305,-122.391409,635000
37.78629,-122.401375,2000000
37.757917,-122.395476,635000
37.785994,-122.48533,488333.333333
37.756598,-122.422091,1295000
37.783571,-122.390701,1175000
37.787031,-122.393642,1918750
37.752378,-122.402041,635000
37.771218,-122.387925,966010
37.709757,-122.468304,270000
37.760305,-122.391409,635000
37.790141,-122.430666,1335000
37.777518,-122.405045,555000
37.783571,-122.390701,1175000
37.709757,-122.468304,270000
37.779454,-122.396676,575300
37.773487,-122.448186,765000
37.79431,-122.42961,1335000
37.786236,-122.389074,865666.666667
37.742794,-122.408846,565000
37.76062,-122.424363,1295000
37.759912,-122.43236,3225000
37.745299,-122.427078,874500
37.733129,-122.41458,224727
37.771628,-122.387444,761000
37.737157,-122.425066,485000
37.785794,-122.424669,837000
37.754226,-122.429592,3225000
37.794491,-122.427977,1335000
37.78629,-122.401375,2000000
37.735772,-122.425172,485000
37.776381,-122.44569,765000
37.780002,-122.442881,542000
37.803804,-122.409505,2195000
37.802366,-122.420561,1100000
37.755107,-122.475757,488333.333333
37.719652,-122.437819,315000
37.772221,-122.510154,461000
37.783219,-122.444229,542000
37.79073,-122.402993,2000000
37.773982,-122.421936,208000
37.787067,-122.391128,865666.666667
37.753736,-122.402192,635000
37.742082,-122.484968,787833.333333
37.785794,-122.424669,837000
37.778811,-122.391371,1200000
37.790506,-122.396252,1683889.166667
37.790506,-122.396252,1683889.166667
37.790506,-122.396252,1683889.166667
37.79805,-122.399952,2195000
37.776381,-122.44569,765000
37.768693,-122.445744,1350000
37.760305,-122.391409,635000
37.792258,-122.415965,1800000
37.778489,-122.504714,488333.333333
37.775706,-122.44409,765000
37.776381,-122.44569,765000
37.789024,-122.442996,873000
37.771218,-122.387925,966010
37.770645,-122.448281,1350000
37.760307,-122.450039,860000
37.729316,-122.450562,995000
37.771218,-122.387925,966010
37.771144,-122.389123,980930
37.738435,-122.432071,874500
37.714779,-122.436111,315000
37.783203,-122.420568,649900
37.757185,-122.412062,1295000
37.709845,-122.467858,270000
37.788252,-122.403079,2000000
37.782983,-122.407883,715000
37.7614,-122.436492,1064000
37.761862,-122.488082,866000
37.779068,-122.454867,1085000
37.751036,-122.490964,787833.333333
37.793212,-122.423746,664000
37.734077,-122.395412,380000
37.75807,-122.48716,674000
